userid,catid,rating
14521148,4516,9
3359478,11931,5
15408199,9893,2
1748271,11039,22
842647,7310,2
20243060,6482,22
10297147,12370,1
5556324,7378,14
14690610,10533,2
17239621,8990,1
8098043,10415,1
8917990,15538,1
2776676,17020,17
16074604,4309,3
11009922,6494,6
14593415,8143,2
5010835,10641,12
12620380,13087,1
14128251,6858,2
469262,6856,1
23016714,10656,7
1391895,12299,13
21770093,1425,2
18161008,1728,18
12262350,6858,16
8966931,4319,2
14597706,10010,5
19896101,17189,2
8444439,10207,8
4518497,10746,2
17277412,18265,1
18523299,8144,2
13223922,12899,1
17744600,8751,4
2937162,12370,1
4997607,10594,10
239655,11614,12
6768993,10641,4
20703185,4329,2
4328630,8510,4
8811102,17887,10
22001340,17264,2
3079268,11995,1
16218880,17384,5
18636706,12910,1
5913024,8303,2
7121802,6856,3
16026912,6858,8
17128793,10288,4
17754782,5923,24
10985291,12370,3
3826266,18265,4
21336086,3309,8
4193002,18844,12
11477275,19447,2
16432527,17562,2
5910763,11176,1
5037738,18828,1
13688590,10746,15
22553933,17166,2
17007585,4,2
1313976,16244,1
4175103,17621,1
21540481,10594,4
7222959,11919,2
4892025,3651,10
12720004,16868,11
17232355,11039,9
7069462,10746,4
15618828,8510,4
4187177,18265,4
6828706,14304,26
15270976,16899,1
21166223,9750,15
13530551,3309,2
11588496,8144,2
20123593,17431,6
3011213,1766,6
10219696,12370,1
12046522,18102,1
15851404,10396,3
16311985,1321,1
16189152,5108,16
12080051,6858,10
8583200,18265,1
2545746,6858,2
7654920,10223,3
10083593,15114,2
234910,2844,8
1391881,14013,1
7216706,8815,2
1642162,13087,2
14864847,6858,10
15074594,18265,10
9648560,5923,1
20830574,3651,19
23026544,12899,1
7524056,12370,2
6975077,2307,4
2001841,8021,1
10481153,17562,2
6477789,11039,3
22553933,8938,5
632312,17562,2
8447219,7354,14
7566611,12899,5
18398468,17943,2
20123593,5643,10
4407471,17562,24
5908450,3561,4
13183445,11447,10
17701105,12372,2
10313311,18154,2
12866691,18725,1
12256357,12899,3
19727749,12899,2
8701420,19266,2
16157048,12370,1
11912678,18752,11
21047351,11039,6
3369924,1379,1
20128068,17385,2
1737118,11772,2
9295581,11772,2
2725499,18265,33
16207723,4235,1
4990235,10640,4
5209427,6482,5
11581849,17070,2
13307653,19656,2
12491613,19409,1
16191668,16695,1
14343840,10594,2
18508441,11039,20
2440560,7047,6
9299349,10746,4
16422877,9835,2
13886363,18265,13
20816371,6856,2
23046839,6494,7
6477789,7378,2
9945972,11881,4
17276808,7354,2
3950618,12109,10
37654,11881,18
22334431,8023,2
5088869,4139,13
8444439,9329,8
12259360,8144,9
8702364,12370,1
17831614,8303,2
11701814,5370,2
14942710,16205,1
16189152,11597,4
16207723,4163,2
1751754,10447,7
4397839,9750,2
20128068,4628,4
8790792,9516,4
4187177,16899,1
12965985,11772,5
20123593,15478,4
8834868,8990,4
706734,12081,2
6945243,3092,4
9420388,19633,1
13136991,8144,8
5835275,8303,1
5556324,3651,11
6018140,18265,2
4061409,18265,5
10994029,11919,10
22238739,18258,73
2666135,17383,10
2316884,12340,2
17637991,913,1
3359478,19656,18
20123593,7712,4
18397650,8144,52
20586451,915,6
22206823,10746,6
722814,19633,2
23072105,18853,1
3951005,18833,1
7659682,12899,1
22677397,12519,7
22132401,10746,10
4067480,7812,6
18542545,18265,1
10317338,10746,23
9177440,8144,8
9112563,7953,2
4481091,1012,8
15100972,8433,7
8811102,17621,5
6644374,19656,16
19822951,12452,1
19119200,6482,33
20123593,13093,18
8854304,6701,1
14591593,18265,2
5361850,6349,44
14506165,18257,4
10119174,12899,1
1053219,6858,2
16772676,18253,1
3588650,3561,18
4894755,4283,1
22321139,17943,2
11569390,11021,4
22362654,10746,3
20240563,3556,1
17477117,18265,6
12720004,10537,6
12262350,5782,2
8342078,8144,6
7303796,17189,6
2776676,4516,2
15380983,13087,1
19117306,3651,4
21847232,12899,2
13652583,16366,14
20123593,4374,2
2370265,11196,10
9749022,12889,1
18067149,3651,10
5909629,17882,3
5436947,18853,5
8024781,16366,4
3387452,7378,19
9611240,8951,2
21085097,15389,1
5088869,11039,8
13896783,2543,1
1508192,12332,1
7769240,19501,1
5467729,6858,2
22209826,7354,2
7992073,11881,7
20038439,8433,9
4467441,10447,1
15792027,7354,1
17004044,17673,17
4399039,3651,2
17714456,13881,2
16924042,17562,10
11280261,6858,6
2083548,11772,27
259395,17071,3
398361,4,3
8139780,3238,28
4628861,6841,1
19683611,3092,2
16119573,10265,2
22001340,11342,18
6202648,16744,1
15881483,4341,7
14714747,10275,12
13183445,10447,4
2091032,7994,1
9141532,8815,4
7178466,12764,2
20159349,11342,2
9558011,8144,7
5436947,18837,6
20820030,8144,2
20123593,14991,34
18566065,18148,14
3359363,16687,4
17701105,16366,1
1911092,3651,4
13417258,9329,26
1515732,12899,5
1301604,6858,2
4057670,16957,1
20474268,18253,1
15427201,2638,13
1746217,18265,33
8350485,8023,7
15421297,18198,1
19111673,10272,8
7583676,17562,4
17509363,9787,2
22499456,16804,2
1533,7378,1
10869087,3651,2
19343567,10594,5
4061409,12433,1
21445009,19656,2
23049554,12976,1
20517057,10265,2
20123593,15417,78
11100171,3651,2
18858247,6645,2
16079924,1339,14
705135,4341,6
4338159,18265,3
16549771,12370,6
10988379,18265,25
20710208,19085,2
20598317,11555,13
5913024,10991,2
19968728,11772,1
3488175,9843,11
23032288,18265,8
23050567,12370,2
9069764,18265,17
1473583,6125,8
6478802,17383,2
13313030,11412,14
14816173,6125,4
8720340,7378,2
6833806,6509,2
18508441,12910,1
23050567,8144,2
9602102,4435,1
10532561,8990,2
13193572,6309,2
11378340,10544,6
9492929,11447,4
18075945,5108,14
8022217,8510,2
10988379,19074,11
5700971,12899,1
5139177,11880,1
1911092,4516,1
9295581,12495,1
13530609,12555,2
18303240,17887,2
12999205,10265,2
10418677,7047,2
7896352,18265,38
7047298,17661,2
16827026,18265,6
17930551,6858,2
8478672,18863,1
14690610,10447,16
22553933,9243,7
13183445,17943,2
8379691,3651,11
13183445,1233,6
18083688,19656,2
15510062,11039,2
12953079,3190,44
19916597,16220,1
9483496,10447,2
2667908,12370,7
15171394,7378,1
21544918,11196,3
10418677,10985,45
23047621,3651,2
15194128,3651,3
11003169,12316,1
9300430,10264,1
16189152,8144,4
6249798,11919,2
20141740,11880,1
13183445,10746,3
20469994,10265,38
21919367,4312,5
12653155,16366,1
22553933,8367,1
22437103,19032,1
1627914,10656,1
1662699,3651,2
1993099,3190,2
17757711,18265,3
17463039,3131,1
14850008,7047,3
1655603,11447,17
7995014,10137,4
3241890,9385,12
14348216,4609,6
7529121,6337,15
4892025,12674,6
9289020,17562,2
2126617,19074,2
11569390,6858,8
11541521,7378,1
17701105,4516,7
11106793,3651,12
20587714,17562,6
357962,12899,8
6850243,12370,1
8837368,12899,13
20357880,8367,2
19443764,4892,1
19240751,10265,10
8799428,3088,42
6480940,12899,3
17816560,15459,13
8568143,10594,23
11579424,18265,7
7655503,12349,1
5095536,15678,1
1289551,8144,32
13395923,10641,2
2778439,7378,6
22553933,14696,1
3290396,16996,1
23048764,18265,9
18781235,11711,4
9170002,12899,2
232843,7354,2
12937954,16957,3
6202648,18265,4
11585792,12899,1
7738237,8112,4
20251395,6858,2
17489918,14979,1
6162027,4374,1
7019699,19656,4
22214219,10279,4
1211350,3309,2
1044372,19089,1
17260130,9893,19
17625264,6858,8
4862093,8815,4
22334431,10641,17
7566611,3309,10
7769193,17071,10
6377605,16366,1
15612278,3637,25
9371948,18258,1
7086015,17728,4
16898016,12003,2
1515162,17673,2
117274,16205,5
10761794,10442,3
8226110,18265,4
5669227,11039,6
353044,10985,4
2092652,11772,1
20294856,18265,4
640459,13087,2
3052235,3651,3
22557547,12432,1
11678086,10271,1
20818903,16744,1
10984925,18265,6
6275384,3651,1
8189388,913,1
8581059,3651,15
16089575,10746,10
19905857,5108,14
4753836,12370,1
8284889,3092,1
12183592,12370,2
20018450,9258,1
5394352,6858,6
9840261,12370,1
381449,10404,6
6262360,18253,1
12150370,4188,1
8451095,1339,6
3375441,16756,1
2083548,10594,23
10456318,12370,1
15637198,3651,46
15165184,10279,2
1736542,12968,1
10226069,9787,1
16004282,3190,27
14465536,11412,13
19100072,10516,5
10683753,16957,4
8584262,12899,1
10883373,13912,6
11384333,1233,2
17831614,8665,1
9958042,12370,2
10113378,18120,1
6248918,11772,1
17516771,12003,2
7575229,2543,2
7797886,5848,2
20477332,6801,2
5143720,6856,1
4175103,8714,2
12159611,5923,16
237742,10746,13
11568265,3303,2
7665760,5919,1
13772966,6858,20
18760008,1527,2
3923646,17596,1
15174061,18046,1
16475438,7378,4
4207535,2044,6
16198031,12899,1
22840882,3651,2
18883441,17385,6
12291579,3238,20
1277783,5979,14
825414,6409,33
8935057,16899,1
16778848,5923,6
3970476,8510,21
12028415,9843,6
957801,10746,4
2670323,10302,2
7172184,197,2
8447219,8144,14
2675330,12713,1
14689045,10656,2
9258575,12370,1
8811102,1377,4
4170960,18265,5
6161967,17562,2
22215238,1233,4
16677874,10520,3
3482077,19230,7
3488175,8303,2
3675466,1127,2
10543618,7250,3
7482771,10594,10
9856541,18265,2
6142870,2787,6
22903409,11196,2
19445391,12800,2
3019997,12292,1
1262465,18265,1
10547930,19089,16
13364622,12899,2
5492923,9329,2
11564029,11933,4
9525796,6858,2
10551675,6444,12
10551675,6846,14
22575137,8303,1
1902083,12370,1
5209193,12965,1
4636188,17943,16
14733064,18265,1
22553933,9258,9
14474948,10288,5
18858247,5437,1
3241890,8815,17
9709660,6012,8
10064511,18265,24
12719984,18265,1
22339971,11371,2
5556324,7202,5
14732518,9329,1
22917020,11881,2
22497451,3092,6
12302182,13087,6
2334423,6858,8
7646722,12370,1
14573823,3092,5
16079924,1075,12
15308259,10985,1
16548670,10641,37
4785973,10265,11
7654920,8990,7
5131081,9787,2
10342905,10272,6
6620313,10419,1
19835990,18853,2
17726385,19867,6
6941217,17568,1
18176140,8114,1
11804331,11039,1
8447219,8951,8
20123593,19498,68
17463793,18945,5
8966931,4341,8
10295327,10746,3
3282821,6012,10
13350583,19089,2
10222550,11342,2
3505482,18148,4
18076735,10746,3
10463394,12186,1
6248918,6858,2
1304451,17431,2
20968158,10447,2
4630405,18917,4
7418824,4725,8
1192065,6858,4
14920575,8144,2
16786734,3092,2
13306053,11039,2
19446269,18253,1
3956660,8815,8
13585,13881,2
16082644,12370,1
2199744,10641,4
19709353,18265,52
13309170,1233,4
1208651,197,6
6709907,6628,1
1178286,18265,4
18044074,18265,3
12720004,6858,18
18751906,17568,3
16548670,17070,1
5209427,6509,10
7087279,15883,1
3672407,8144,1
1620539,16899,4
16079924,18853,1
4870929,10265,4
17811564,11039,10
11108927,10746,4
7755996,18911,1
8685299,10991,1
13585,3092,17
3643935,8303,1
12014517,6337,2
4112316,18265,3
5826852,18265,1
21869270,11919,1
6478201,11772,11
12275539,12370,1
6768993,10746,8
10007402,4374,1
4067480,7993,5
6596829,5437,4
21637268,10641,1
12625590,10271,3
11460485,10746,15
8371382,1344,5
14610646,6858,2
5785826,16868,22
7433525,18265,6
20135089,1339,7
1808409,19649,1
18754677,18265,8
2209819,11447,2
5616359,16687,1
10237349,9329,2
13047892,4628,1
1187336,10656,10
15280049,16366,2
17142836,17189,7
11569390,8144,6
1752858,6494,2
465863,8143,1
10641395,13548,4
9137961,9893,14
11930618,10746,2
1313976,13087,8
242462,15678,1
6247769,18265,1
19084043,17721,4
2790057,18258,1
17157530,11039,2
20279328,3092,1
18419157,12899,1
8854420,17562,4
3241402,11881,48
1643623,17026,2
6947561,15389,6
11912678,3651,1
11506717,5782,4
14974039,913,1
3936355,18265,44
11215594,12606,1
15314696,12619,1
16224000,5391,1
130472,8474,1
18754555,18265,2
7634540,18102,2
19896101,6482,38
20034983,3088,2
3178861,3651,1
4862088,7378,4
16548670,11931,14
12720004,7759,1
20123593,11447,341
19799773,18265,4
15739322,3303,4
8846363,11597,1
6143379,13881,4
2206793,10265,92
20484773,11371,10
5916473,3190,8
16447316,398,33
14572219,17189,2
17116765,3651,4
20820486,11881,6
8720340,8111,4
8926940,8144,32
4399039,10594,14
18440295,17646,1
13885922,8144,12
12635166,12364,1
13762122,8951,1
20269248,8714,4
17742754,11196,2
8922020,915,11
16478689,13087,2
8592380,17562,1
12262706,19089,20
8261301,9385,1
16821744,9329,3
2562679,18265,2
19210444,10265,2
17489918,12370,1
22826537,4283,1
8444439,11772,16
6597481,5097,4
4974555,13742,16
14128251,11931,4
22938809,10265,2
21429534,8510,8
22092815,18875,1
13307494,3651,6
20045940,12899,2
13221997,10746,24
20123593,7378,190
8114746,19089,8
10215896,9843,2
14109595,10746,6
5556742,6858,10
11838078,7884,1
12877497,12899,2
2316884,8714,1
4862093,10128,4
13084529,303,2
6824756,11206,4
18206536,10641,8
15435812,3651,4
5209427,18865,2
23061511,8510,16
13313030,11342,4
7564763,3304,1
10762822,18265,47
21637286,12370,2
15093313,18265,48
2598070,7354,4
12031699,12370,1
7524248,4341,2
17135266,4169,1
15962950,4609,2
16426989,8144,46
6601676,4487,2
2725499,18102,6
11948528,7354,3
15301696,11933,2
1515162,18853,14
4544792,18265,21
10874351,12559,2
22093449,4139,2
12861207,11772,8
16117149,18253,1
9956643,9329,2
14811996,13087,6
10073730,8815,1
21919367,4516,5
2113994,8367,2
1389239,16851,1
19026418,10447,8
7654920,10656,2
4990863,6858,2
22214219,8144,16
1292943,7378,2
14811996,3651,4
360838,4188,2
18393505,12370,1
5719187,10256,7
6596829,3651,10
5209427,6628,9
3633069,12316,1
20123593,9787,24
20711693,3309,1
7102684,12109,8
13135118,6858,8
17241862,14202,4
4419812,13087,1
18442509,3561,2
1402621,8144,2
16189152,12565,2
967949,3651,2
1646383,12370,1
11332319,17421,2
14352394,12370,1
15271513,12606,2
20480746,10746,4
9741928,8144,16
20045940,3309,2
9837118,18690,6
4175103,10207,2
15368790,19656,2
12630047,10746,50
2199744,19805,8
4636188,17475,8
14228789,18853,13
18081602,11995,7
4397839,19656,7
14855931,12899,1
6478201,3092,10
14253901,5923,1
6601676,17187,4
7067143,12370,2
9948177,915,8
15510062,8815,8
15424210,3651,3
22137507,18844,1
1068336,10302,1
21869270,11931,4
23053596,3303,1
14185675,8144,2
13193572,6347,3
2438001,10746,11
8225764,8303,1
10231531,15114,6
8955499,17475,20
7992073,11880,1
5552176,8144,4
1507942,18265,4
22231068,12370,2
6420180,12899,5
3643935,1459,4
10760846,18265,1
17640361,12899,1
22714256,18265,2
17811564,5437,6
19847585,18120,1
19671081,10641,3
6478201,6482,5
705783,17568,1
20610821,12299,1
4288997,18844,1
8571066,18917,2
14024963,6125,5
1907123,8303,1
3239595,6858,4
22553933,3637,2
19900046,10746,19
4990235,10641,1
17362532,1127,10
5698734,16808,2
2803144,18265,6
20830007,10594,12
16422877,9893,10
12761045,12370,1
17346846,5727,26
1860565,12899,1
5601933,8510,1
19778838,17568,2
19894777,11881,10
11948528,12370,2
18853380,10265,2
19689242,8007,2
20981287,3651,26
18447158,19656,8
3821780,18265,19
8453819,8144,2
23069560,10746,14
3953719,4341,44
1984089,18238,4
22553933,3561,1
15623185,17882,2
13001315,12370,1
12284468,4892,2
2666135,4516,108
14352394,6856,14
12635166,12346,1
3472886,8144,8
11797630,18265,7
6275384,10594,1
3936355,18148,19
18624139,10265,1
4234896,17562,1
12161059,11772,1
489346,2767,1
6826567,10447,4
13191763,12899,4
9836769,16868,1
20711693,13671,1
16548670,17249,1
22553933,12081,1
1404318,1233,4
20123593,12674,4
4861636,12370,1
19659636,19466,7
13183445,1548,6
23016714,19656,18
22246362,15538,1
12608583,17431,10
11041975,18253,4
1208651,4,1
16428123,4892,1
4861636,10594,4
15739322,6856,2
13218033,3651,1
148297,12315,2
1163164,18265,12
19483686,11021,2
20037455,18914,2
11471393,5326,2
168903,18265,1
11716223,12675,4
7869193,16686,2
5673133,8144,4
11804331,18911,1
9741928,6012,16
2439138,8144,4
11568109,19501,6
13655728,11019,1
16927153,12370,1
22923931,4892,1
4397839,10099,22
1557767,19656,29
15171950,6842,2
12490113,15977,2
19837626,19074,4
18533493,10137,2
22496122,196,1
20123593,9385,12
11450587,10271,2
12608583,4319,9
21166223,915,13
15385007,12519,12
15169037,18258,2
2440027,7310,1
14596154,11881,2
14231021,12271,1
19084043,17383,2
9864653,18253,2
1993099,12980,4
19320693,12976,1
6873070,12334,1
6278851,9618,2
16209595,3561,10
6828706,16691,1
232843,17020,6
9290903,16357,16
3936204,10207,7
10416935,19656,6
17346912,4287,14
10071247,11039,22
15591989,3304,1
18277362,18265,2
409471,8144,1
5093593,4319,1
7984105,13087,16
13878810,9750,2
17831614,8510,13
6483232,8433,1
15562180,16656,1
10803349,16868,4
1068407,12370,1
16006903,19656,58
13567638,4341,1
823996,7990,1
19683682,8144,12
12608583,4188,1
11716223,18689,4
18431558,12899,5
12877497,13912,2
18303240,12675,12
3239595,11881,6
13585,1233,25
9752491,12370,4
22673807,17070,2
14733300,4374,8
8058422,12899,1
10061763,19656,4
11452196,10302,2
7634540,10537,2
19913835,9787,3
16677874,7378,1
2448854,18265,14
20123593,5875,4
6711773,5979,3
13356149,915,6
14237335,6252,26
20835593,8144,1
17968503,18265,2
12643812,12910,1
9199019,5709,1
16189152,12547,1
125216,3651,3
20123593,4341,2
921239,12332,1
20123593,14894,16
9950289,11772,1
20826736,3303,1
23035409,18265,1
1390638,10265,5
12061565,10746,2
6618852,4892,1
1746975,6686,2
2828533,12370,4
1557767,7354,12
21902569,11881,12
9837118,19034,10
12159179,11442,1
12030148,10746,4
20123593,15472,6
22322663,4287,6
10761794,19040,1
11568109,19089,1
2438001,10594,5
22553933,16899,2
289102,12370,1
7441215,10520,6
10883373,19017,8
17000523,9835,2
6763669,2787,2
1978664,197,2
9252890,8815,1
20123593,12619,12
9386946,3651,11
7672536,1075,2
20752880,3651,14
21988742,12899,4
1402621,17264,8
18873555,11039,6
1349034,12372,1
8006473,3651,4
2674882,19656,5
13313030,15661,1
15151319,3651,48
6943577,11880,1
20490,16366,1
9831529,10594,6
14227071,8144,2
19462319,8144,10
7634540,1233,2
19200888,19867,2
20022061,18830,4
4651008,3651,34
8125176,6416,2
20268683,11039,4
4998810,3238,9
1993312,10265,4
831053,11196,26
21407423,1233,34
13920349,16868,2
19661572,1233,9
2678698,18265,2
4997607,16404,2
14228789,19230,8
598525,8759,1
15421297,18258,6
10997524,18265,4
8444439,11036,2
11134851,5570,1
20123593,5727,10
10522396,3651,2
4187201,19089,5
8131117,11881,4
8333836,12370,3
5485733,12899,4
1785094,10746,13
18063093,18265,4
14237335,5204,1
20825531,11772,4
18514501,12370,1
117274,4892,1
6966432,4516,9
11264863,8144,1
7089798,13671,2
20588386,11772,6
20123593,18844,4
7638851,18265,4
1273177,19656,4
2553415,3651,2
18909245,17385,36
21324146,11974,2
9974896,12370,2
17596649,19805,1
20502924,18265,13
5695404,4516,1
11913862,17562,4
19718307,17803,6
1743056,3651,15
17879859,18265,6
15204136,5108,2
2792703,12899,1
8444439,15704,1
22333184,12370,2
5958727,7076,1
10103422,7378,34
22684966,13887,2
21058717,17445,28
7061643,3561,2
5760485,18844,2
3017285,12899,1
18318581,13127,2
2590558,12370,1
12608583,3524,3
11999273,16366,1
6025312,8714,2
8791064,3651,11
8972376,16366,1
10083593,3651,11
20495613,18265,22
18641131,12675,1
8368193,18265,36
5295055,168,2
8907193,17071,3
7293613,10137,19
6716900,3651,2
17726385,19656,28
7293613,19089,3
7183392,6494,4
15402704,12519,8
7586683,11881,2
1993312,2044,6
19916597,7994,1
11801810,19089,1
18858247,9843,5
20141740,16205,5
12607677,19656,9
15166257,19089,4
9643940,4892,1
5437099,8144,24
18430128,8908,14
7875414,6496,8
10870675,8367,14
10569126,18265,20
4865789,12519,30
4642377,18265,8
5802630,19025,2
22674141,6482,7
9835505,15052,18
6501349,11880,1
17822750,11021,2
9962301,16366,1
117012,12976,1
4861636,10265,30
18293755,13087,1
6944827,10746,1
5740187,10746,13
10646863,4922,2
8498474,19411,2
4898909,10746,2
10726650,18265,1
9628115,18265,10
6269597,10594,2
16189152,5166,20
20123593,15498,10
3711394,3309,36
21540817,16366,1
22971104,2844,9
13183445,16244,2
9960165,16366,1
15058640,6482,2
12494323,18265,2
20033771,4892,3
21741513,5923,6
514950,913,1
2314066,17562,2
16659953,6858,12
12767898,11000,4
6711773,11412,1
277968,3092,12
17233201,12005,4
20502924,18102,2
13317652,18265,1
19209301,7378,14
11448116,6482,7
2931626,17568,1
20826075,19656,6
2667971,6858,8
21863511,8023,4
19297996,10656,1
20590703,6858,50
9723550,12353,1
6478201,18265,2
1391343,3651,9
6950843,8908,17
2783273,18870,2
9611240,1425,10
16583503,12315,4
20164165,8144,1
4990863,7378,7
3829643,3309,2
2779500,17803,2
6023213,10641,8
6194112,12370,1
16195656,18911,1
17696587,4168,1
2119633,19498,1
2674882,10594,4
17238128,1527,10
9181182,9843,2
4166405,18828,1
19779842,8303,2
3936355,4435,2
18979572,12370,2
13783744,11881,1
18895030,2844,4
7982243,18265,13
15293317,15065,8
12956339,18253,2
17463793,10265,8
3482077,6252,64
19348823,18265,1
6825322,10265,10
22923333,10265,18
21165497,6482,20
1988182,18265,5
465863,12899,1
19408534,8367,10
1736542,9618,2
3549089,17568,1
9024761,19466,5
15884001,7378,3
9274831,19498,20
9715729,16366,1
3819578,12370,1
6943577,12889,1
5901954,1335,1
234910,16744,1
14376557,3309,4
23071559,6858,20
12517628,16773,1
9044788,18265,2
19062039,5979,20
20722606,6858,4
7994289,19656,10
22482437,11933,2
14237335,12370,1
3374437,6858,4
7679533,10594,2
12750856,3651,2
5581732,9399,2
11796546,19034,2
5713852,1860,2
13530609,5108,2
12720004,14991,5
610969,12899,1
2149088,8951,6
21742580,12899,1
12376948,6645,6
18404530,14304,1
2718328,4287,6
6618852,8759,4
2033602,10265,2
16192860,1321,26
19698936,16365,1
22828666,17624,12
9774115,8144,2
16235404,4341,1
12354598,18265,2
12737986,3236,7
18399620,15471,4
20123593,19025,2
18431780,7155,24
3821780,12899,1
3019997,6858,2
10883373,7354,4
11579809,10265,12
3359363,13087,1
22925391,17421,12
13584245,8144,6
1162828,6858,2
10641395,2543,8
5088869,10108,4
5698734,16957,4
4895335,18265,6
7207729,12370,1
10169507,3651,1
6610748,5494,8
4402005,10641,2
18183745,18253,1
2550951,8938,2
8129167,18258,1
17269483,19074,2
4990863,2844,2
10733046,1674,2
22093449,18844,2
11975730,3651,4
4894755,4516,1
5698734,17020,8
21429534,10746,1
21556751,16222,1
2550951,2995,14
18883441,10594,35
6734627,9835,4
1406157,10275,2
12635166,7378,2
8912616,11881,12
17619551,2929,30
16318451,2995,4
6828706,18154,5
13690513,4516,1
18970120,11019,12
4861636,6858,8
4973660,13902,2
15986009,10231,1
19319229,16007,1
7875643,8144,2
5956626,18265,1
16575555,18265,29
6644374,17456,4
23016979,11772,2
10761794,7047,3
6601676,4516,48
18508441,14202,2
13508378,9750,2
7524056,8144,4
20123593,5243,8
22334431,8144,3
14255475,3651,6
14004164,11342,8
1658082,8951,11
14833495,18102,3
5209427,6494,2
21673134,3651,1
2317761,12370,4
18647100,17071,4
2316884,8510,2
3243954,10746,21
6025312,18265,6
15444394,16868,4
4986862,18265,7
12956339,18265,10
19671252,4892,1
22914850,8023,8
20123593,13103,32
9367961,4206,2
11063641,18943,2
7526016,10746,2
1163164,19656,2
20587714,12370,1
8658023,19656,2
6833806,6444,34
17118013,5782,1
9370055,10746,2
941829,12370,1
6610748,6012,40
22098825,17383,2
5592277,18828,2
11798658,197,14
22684966,12370,2
18539358,19627,1
22360312,18853,17
422964,12370,1
11701814,8144,5
21778878,19014,1
13075767,8022,1
8792571,6858,8
22109234,12899,6
17004044,4516,2
17705964,1232,2
9611240,8759,2
1752858,6301,4
13883350,6856,3
20009593,9516,37
8682505,18154,2
17705964,18265,6
8927598,19020,2
1280237,915,3
9535768,3651,8
2486120,5923,21
15062743,6856,1
22354926,8303,2
9520728,16868,2
748571,18265,1
3705800,10746,4
4309640,3651,27
16424235,9495,2
20123593,12005,2
2674882,19040,2
11453905,19633,1
11215594,7250,1
5103307,19805,6
10201283,10046,8
11641260,17568,1
22183392,8144,2
6835988,3651,2
11100171,12899,12
2906475,8759,8
19894777,11885,1
118506,16744,1
11460858,6460,6
4642243,6858,10
3402968,8023,2
13878810,10125,6
11837839,10520,7
4067480,17070,1
21060392,8303,2
12394146,4188,13
7451612,8023,1
19261953,19656,4
21315654,8510,17
4313618,13396,1
8483943,6252,10
15618828,8144,16
4343773,3651,14
2783273,18875,1
22137507,5108,4
6377605,7990,1
16193178,16205,1
19602713,11880,1
397664,16899,8
1657338,8144,3
15843282,6482,55
21997513,10641,4
20274768,12420,1
19557962,10447,3
6016285,18690,1
928650,3131,6
7412563,8510,5
9763687,3651,1
14350908,18853,1
19449026,1379,8
3402592,8990,1
22502322,19074,1
17812702,12420,1
7654920,3651,6
9755639,18253,3
22553933,19020,2
22553933,8812,1
119621,67,16
15919819,8815,2
9889113,16508,1
1283671,8510,24
18428612,4911,8
18756563,14584,1
12028259,18265,6
20011861,1196,1
2813005,12370,2
11821459,10656,21
19526077,12370,1
14930979,8938,2
19200888,17646,2
1197349,7997,1
12968282,7378,8
9956643,11039,36
16116553,18258,2
11568265,4516,4
21300283,10746,11
12497452,10275,21
3711858,3651,1
12838489,18265,49
7769240,18853,4
10201283,19656,3
2314066,5018,2
20123593,5848,8
4870929,3651,6
3041739,18265,4
8342078,12370,1
19121084,1728,2
18883441,11974,8
14692564,7712,1
19981070,7814,2
758,10746,2
6261091,18853,9
12072490,6858,10
1432772,12567,2
14231021,17071,6
117274,10271,1
10547598,12899,2
8228464,8938,9
18183745,18265,14
11796546,8815,40
9750800,18265,4
13587987,16868,2
10551675,11886,5
2670323,19245,2
11464524,18262,4
20357880,1728,2
18854857,19419,2
22677999,8144,36
8563721,10544,12
17000874,2543,78
1389239,18265,83
9948020,4341,6
1332607,8329,7
20123593,7921,2
19896101,4516,2
20123593,11881,16
12836035,11039,52
20038439,11039,1
16442492,3651,6
17825163,3651,2
15148694,1212,4
5556324,2929,4
14227386,15065,1
21445009,11881,2
15300715,19230,2
12736263,5979,6
19085099,10231,3
13327762,12370,1
22126579,18265,10
21744083,2331,3
13437312,12976,1
5103307,19633,1
11681688,18102,17
2783273,19034,24
1283671,16868,9
19791148,3651,1
3294353,18265,4
3873614,8908,2
18992153,16366,1
467421,8144,10
14593415,12370,1
15509223,12370,1
14121444,3524,6
17007585,2973,22
232843,3651,32
9530497,10656,1
14746890,7808,1
15268364,8815,8
7162938,3651,20
19091762,19089,44
4426534,10594,4
17952234,10746,18
19896101,10641,13
20123593,5484,2
1741981,7884,4
4440578,1527,6
4052611,15461,2
14729530,12370,2
23016979,1379,4
19926546,11881,49
1283671,8144,2
6016285,18853,4
20133650,10641,4
5458386,12370,1
5147678,12370,1
6385610,16205,1
2314066,11601,1
15156155,8732,1
18303240,3309,2
9937820,8303,2
6597481,12370,2
11378340,11772,2
18636706,12370,5
8109486,8023,4
16539085,18265,5
20066275,16804,4
22553933,9787,1
10546376,1728,10
15419021,17020,4
1423135,3651,3
8141286,14214,3
4659130,6858,14
14610055,3651,7
6136116,17020,22
8793204,5923,5
13922637,12370,2
22552156,11039,6
5804695,12277,1
4494769,6858,2
17166144,7155,2
2666135,12910,2
1300907,11881,16
11458287,12370,1
11965541,9824,6
11800232,11931,4
5457837,12899,2
17844722,11772,2
6759023,16744,1
42882,18265,15
3705800,12370,1
12630047,11772,5
5219100,10746,4
4214817,12899,5
22553933,10641,2
13076313,12496,7
705135,18265,192
1186195,13087,1
17115555,197,1
610969,19466,1
4512527,12321,2
