userid,catid,rating
17430712,12840,1
4399039,11517,2
15183334,17166,2
4860069,11880,3
9274831,18689,4
19931642,11039,4
19084043,9329,8
10119902,3651,5
19559765,6482,2
9046239,431,6
4569456,8303,1
3826266,17661,1
20726195,11447,1
20127338,2929,16
21321290,2543,2
9141532,7250,9
701666,11881,6
13242905,6858,12
13569786,12370,1
18883441,11772,4
838133,8144,6
22584770,2543,6
13922637,4725,2
4214817,12370,1
17846199,7250,16
20817956,11039,13
2316884,10746,2
2317482,4,1
12408734,10656,2
20820716,913,1
15884939,4609,2
18624139,11019,15
18289963,4892,1
15874067,10746,1
5468417,3651,69
13070417,10641,4
9785553,6349,2
16652275,6858,48
12374273,10594,2
18431558,14464,2
4328630,914,2
5845349,16854,4
12307870,1344,1
371470,18853,8
21632890,10746,8
1737731,8023,14
20123593,19089,759
11932355,3309,8
12959550,8430,1
20123593,19447,27
2314066,17140,2
7293613,18688,3
8024781,18265,8
8024781,12372,1
18762740,7908,1
2710794,3304,1
18394008,7712,2
11453905,13087,3
8725084,3092,26
16804910,18265,11
11803328,16899,10
7949171,12547,3
9177440,10594,2
6480940,10516,1
21318320,18837,2
10341106,2844,6
22612781,18265,2
2779500,7155,2
9957029,12370,1
6824756,18265,2
7342991,16814,7
16694774,10544,1
13234377,12899,1
242462,5923,3
18984624,17562,2
3009633,17071,4
15985964,19230,7
9610227,16357,1
13535488,3651,139
5439518,8510,21
12967158,10594,4
11499258,16868,7
22553933,10010,1
3936355,11919,10
17796890,3651,1
10303399,6858,4
11163987,5848,2
4321066,16806,8
12490113,4516,17
19220841,8367,1
12613508,3561,2
13116146,9399,7
11222532,12349,1
21401835,10641,2
19227098,16666,1
9831529,11931,2
16786734,18689,1
13549877,9843,2
20123593,11036,12
7757614,10272,4
11593704,17071,4
20817956,16744,3
13762943,16244,2
10074818,18853,2
6402113,8303,1
6864279,11933,8
19225914,12899,1
18756563,4319,1
14692137,2929,6
11499258,11342,19
18174858,7250,5
22334431,11881,8
3828665,6437,2
16605651,10034,1
22496122,197,1
3243763,12899,2
19555144,17140,2
8811102,4287,7
6615325,3131,3
2314066,8144,2
6402113,10275,4
18522404,2331,23
840649,4341,1
20733766,8144,4
17135266,4628,14
7982243,18258,12
8811102,8815,1
822442,15082,4
20527337,2844,4
5845349,17020,2
845014,18265,2
21677771,19501,1
14049363,15916,3
2346668,8121,1
16683250,12005,2
8723053,8990,2
9509706,1233,42
19723075,3092,4
19548041,12899,3
13951355,18253,1
8161356,1233,2
14242614,4287,3
17893671,18258,17
13558410,18689,3
17926799,9516,4
16195656,19466,2
13183445,17728,2
17822750,11039,11
20878351,7354,2
15962950,6482,2
12356830,16744,1
11590365,1459,1
11857125,6595,2
4052997,10593,4
5147678,4341,2
22592452,12370,1
120544,19085,4
10557761,17026,2
7867871,1345,1
20037455,19011,1
14731143,11974,8
503196,12109,7
12670364,10746,2
12736263,5078,1
14606736,6252,2
9761499,2844,6
18756563,6012,1
4175103,8908,1
13183445,2543,5
4085613,17421,3
2238283,12370,1
20259397,4892,1
22440253,18265,2
9950289,11931,3
9177440,3309,8
15533554,12370,2
4745137,12613,1
21089236,11933,29
19433863,12965,1
20447514,12899,1
14267137,12370,1
15289360,17863,1
15169108,10746,20
17584713,8665,10
7655215,19501,3
11569390,11039,2
17238128,7953,14
4861636,10288,5
17010534,10265,1
15174061,17783,1
17674805,18265,1
12284598,11371,6
10994029,12899,4
12737986,3151,6
7911818,12899,1
5091441,12840,2
10830241,4628,4
8804144,3561,2
18084445,16753,2
10991009,4516,6
20586451,9618,1
14811996,13902,20
21166063,18265,2
23016714,11881,2
6165645,16592,8
8580045,6856,1
20123593,10265,22
17472087,1813,2
20878351,7378,8
3378384,18265,28
10526971,12370,1
5143720,6858,12
14247987,12012,3
22745189,19089,1
20895511,12349,1
9060335,5782,22
20123593,9893,72
6161967,7310,3
8118875,11772,1
14576529,2787,2
237742,4701,2
9162411,18265,7
14389447,7354,2
17118129,18120,10
17893671,1674,2
17162179,12899,2
16193823,19656,20
32447,12370,1
586890,12370,1
8721681,4237,1
9830777,17568,2
8114746,18690,1
20709136,18102,1
11912678,8144,1
6828706,19040,64
9274831,19501,8
10878421,18265,6
16197050,5923,2
4863837,18102,1
8470775,11999,2
8334965,12495,1
16422799,12370,2
232843,1379,4
20123593,7975,8
3252393,10746,6
20403918,10656,23
16108492,10746,8
21863543,18265,10
17952928,12899,1
6194112,19089,7
7987122,10746,47
15398820,12495,1
16189152,5437,1
17980279,12005,2
8811102,17673,3
1394804,4461,2
22783226,11881,18
17362664,12899,13
4175103,10279,1
11581288,10265,30
23015773,10594,8
11510601,16365,1
7867871,1339,27
22916430,9329,10
15165184,10288,1
12259360,19855,2
20123593,18850,44
5441673,12372,1
18431558,16366,1
9643863,197,14
8472867,12899,2
118202,12370,1
19200888,17489,3
21984407,16744,1
10342905,8474,30
11249328,6012,1
234910,14464,2
21591183,10,1
12090267,2995,116
17001465,10746,4
22553933,6858,1
15148936,7354,4
22553933,18265,123
3137426,10594,2
121878,17568,4
5919354,12370,2
14013853,4372,1
6497773,16364,4
8843356,19656,1
4310415,2929,1
5569709,19089,46
9591,8367,2
19232039,4516,23
6949027,8759,6
22269479,10641,4
13967227,11442,6
5436947,12982,2
11100171,12973,1
12035825,19447,2
22553933,19656,15
21164971,12899,6
9717348,4516,12
12159179,6349,16
1273177,5088,2
19555144,10656,1
17240795,7076,6
17239666,12519,2
18158364,18265,4
16655814,7250,2
6601676,17020,2
20123593,5437,2
14231021,17568,1
20943358,8303,2
10103422,18828,2
18883441,3651,1
15169037,10231,6
8811102,4374,6
4297967,12899,4
14459222,11974,2
1945608,11039,2
13183445,3190,2
6040168,8815,3
5355917,17673,1
16093771,12899,1
499707,12675,2
2784394,1345,15
5436947,18690,5
15740456,18674,24
12508480,2844,2
6067992,7076,9
14571762,11772,6
4666938,18265,86
1305639,12519,1
20723908,17943,8
5576380,10641,14
17120791,1813,4
12737986,19089,22
3510778,18265,21
19813015,4,1
20123593,4319,2
250359,10641,2
13530609,5100,1
19446269,18265,8
1165760,19074,36
11847140,13087,1
1527089,10656,16
8048419,4725,6
10941291,8815,2
22236258,12899,2
14689170,3309,20
7112854,10594,2
10423954,12899,5
2199744,3651,2
13530609,8665,1
11005408,12370,1
6597481,18265,21
715153,8144,1
6267474,6,1
1310005,10447,2
8184088,19656,8
10551675,16868,4
17952234,18265,28
21576393,290,4
17930551,10656,2
20733766,12422,1
5845349,12370,6
3482077,5243,6
2317049,11933,4
12498058,1339,2
13314246,16808,2
9187016,9516,2
15293317,12370,1
6136116,16899,7
4669821,10594,5
22745260,12775,1
8805072,16205,5
17241862,19498,2
3019513,18253,4
19317535,17189,50
18005453,8143,1
10683753,915,1
3174498,12370,3
19555144,3092,4
8922205,4341,6
1280276,10746,2
11716223,19230,8
15623998,18265,14
4636188,12899,17
20011861,197,18
6824756,8144,126
4544792,18259,1
289102,18265,1
7415589,18265,22
21278989,6494,18
21046847,10108,3
21086762,12899,1
1390638,9618,3
21189526,12299,4
10305692,4,2
22437103,19245,25
19904297,12559,1
9550555,12370,1
12499216,18265,24
20123593,8367,28
9418569,18265,6
13116146,8367,53
8915660,3162,2
10667788,10746,12
5804695,3651,7
3008202,4892,1
9512952,10265,14
19548041,16979,2
18277362,12370,1
15612278,9258,6
7769114,12370,1
22118850,6858,4
9341104,17887,2
22553933,6554,1
22124367,6856,1
11163987,5833,1
19555144,1233,6
2128660,8144,7
9611240,8714,2
16237723,4415,38
26056,915,4
20013420,17943,2
17526869,3651,23
6643705,17568,1
19130397,17568,1
19085099,3651,6
9149397,18844,6
15865110,6858,2
20123593,19017,26
9170002,4892,1
18515888,19656,2
18719630,4287,2
19351191,17943,10
4397839,16899,2
3239595,11039,7
20123593,12780,10
4190899,12477,1
19449026,3561,10
9725537,15558,1
1984688,9258,18
6601676,4372,2
20932127,5709,1
12670988,3304,1
11450587,10275,10
13432202,9329,2
12765565,18265,2
1332455,13912,2
13688590,8367,1
52919,18102,2
4851755,3651,17
4175103,19074,1
21530031,8144,8
19792852,18844,2
12193279,8815,2
7772939,11881,8
4997607,9243,1
5604555,18265,16
22254948,19627,1
7531242,9835,4
2554127,18265,39
16898016,12370,2
12761045,10746,6
4212180,9843,2
22930853,13087,1
6756901,10991,1
3471180,10302,6
13647767,10656,2
7550249,18265,10
14162880,8144,1
12720004,15472,1
234910,6012,1
9610227,16782,2
22959962,4725,2
48957,10192,1
9282838,3238,1
10886327,12370,1
9863305,12370,1
9603874,10593,1
8811102,4777,1
19903461,8367,3
12156487,17020,10
21300283,10594,2
4444994,5848,2
13707214,12899,1
6490450,16868,1
5457837,12372,1
12489564,12370,2
12773516,1339,2
8385015,18853,5
20123593,5029,22
22593736,18683,4
18518887,11196,22
11103095,5782,6
19343567,8990,3
23056493,9843,2
10074818,12370,3
20123593,10223,14
10551675,16979,4
478475,6858,34
11108600,3651,1
2554127,18083,1
12490113,7310,14
19205467,17020,2
21792452,3651,2
10983806,4812,3
4861636,11019,2
2211637,19011,1
1285403,13912,30
20268683,8144,16
21634152,12370,4
19485051,18265,1
17336077,18265,10
3296746,19040,4
12376948,12370,1
17246508,16868,2
1994348,16868,12
5788294,8144,1
22437103,10265,128
9611240,17020,4
2083185,18265,25
17596649,19656,20
2469847,3651,2
9715081,12899,1
17115555,3309,1
11454722,18265,45
20011861,1012,3
22147276,11447,5
234910,5979,2
827406,6320,18
20472930,4892,1
4399394,9516,1
18741400,14304,3
6596829,5494,51
7211960,6482,2
9128609,17562,4
12024698,8951,5
4892025,13168,2
9606484,11196,5
1102681,10265,2
534390,11886,1
19676363,8354,8
4208776,12370,3
21557645,18265,1
11830697,1012,27
9024761,18265,6
9385071,12321,2
2083548,10746,24
16305574,3651,24
8792518,17887,2
19240751,10071,2
1277106,303,20
15998755,19089,2
20009593,9329,2
22227676,11021,30
22238499,19074,4
5333440,5709,5
7871377,1728,4
18985793,12899,4
13881129,10594,2
1316404,18253,4
13552085,3238,3
10181095,9893,6
1309320,12899,1
21060392,11772,5
20477860,9534,4
21166063,17384,6
12877497,2391,2
967949,3561,2
17445560,13103,5
7634540,8023,1
10680563,11772,6
6415851,18265,6
20123593,17887,2
16547207,19656,39
20012382,11442,2
17238128,10594,3
17242627,19656,26
3526195,8144,14
10441791,18870,4
13248562,915,3
6596829,5484,1
9715081,3238,14
22829009,3092,4
12081317,18265,5
7875414,6349,4
16112133,13912,2
21782277,913,1
16788237,5923,29
18883441,11517,2
9946384,19501,22
20169856,10746,2
12490369,19656,2
7172706,18853,10
13883532,13087,1
17041404,10746,8
19005631,10746,19
2437327,3309,28
2002670,19275,6
13421788,4516,2
2209819,6858,5
9611240,2543,4
4885958,10746,2
4860800,8144,32
1621391,16366,1
20123593,15082,4
14191258,3092,5
8871185,18265,1
117274,12370,1
13437164,16275,2
21313645,16653,1
18508441,14304,15
15206784,7076,1
19896101,4309,5
4979048,197,6
14228789,18850,6
12145746,6842,6
5437817,10746,4
7758228,18198,4
18081641,8714,14
10319521,17596,5
20480746,10302,6
8611627,12370,2
18774571,17803,4
9562338,18265,2
9638391,6858,2
21162502,7759,4
1427627,10746,4
5234171,16957,27
20123593,5027,6
13425159,10265,12
12181386,11000,2
8099851,15732,1
2783273,1233,2
20037506,9399,2
22012013,12370,1
12608583,16899,1
14275945,8144,5
15514443,3309,2
21445009,8144,7
6950843,5078,2
8799428,913,8
10305692,875,2
3744046,7378,1
8684401,8144,1
8685653,17943,2
19000915,12899,3
1883058,19085,1
18751906,7047,1
1391104,12899,1
15201885,18258,30
6497773,16756,1
2900377,18265,165
16189152,5494,36
8263247,19089,1
17584011,18265,1
1978664,10447,8
4797872,16744,1
9030297,10181,4
7874383,16868,2
584598,1084,1
234910,5166,1
7426758,6482,5
13772966,12370,1
16311985,1233,20
8332405,4516,4
16189152,10128,1
19205467,17070,24
19220841,8143,1
9611240,12675,1
16311985,1339,1
22553933,12519,1
15865393,8990,6
4977462,8144,42
10758149,1127,2
15150058,17020,2
9169707,18265,32
1883962,18265,5
4712407,10223,1
4908557,8144,2
16193823,12370,1
7879958,16774,2
15206718,6349,2
22732358,12370,1
22379215,18690,1
4403457,6858,8
17516771,12370,1
20123593,8940,2
12394246,15389,1
21635946,4341,6
11533808,18265,1
15174061,18258,1
11584273,10272,8
16581380,1233,12
16548670,18265,18
11569390,9329,2
22553933,17568,1
1423135,19089,2
18405348,16366,1
23056590,6012,1
13191763,2907,12
20123593,6686,2
14245097,9835,2
20023687,8815,5
3616927,6856,1
20123593,8759,50
9628115,6509,1
943668,12370,1
139546,6482,6
2149088,9787,2
6369395,10594,1
12851906,11688,1
18738445,8303,4
3366776,3651,32
3509191,7047,1
13189602,915,1
4966700,2929,15
13766954,18265,14
19130647,18265,4
9060408,17475,4
6140451,12370,2
19784381,18265,13
10534126,11772,4
21525659,17071,1
19180122,6482,2
8152075,8725,4
1983506,5923,1
4606817,12220,1
10304767,6858,2
3701656,12918,1
4399394,9618,13
8680404,3651,1
11448116,17489,11
9734580,3651,3
6025312,17421,8
22380651,3309,2
22829009,3238,2
20820486,10641,1
732860,12899,1
11591427,19074,1
6864279,11931,2
7303797,18265,73
15852368,13912,4
10428085,7310,8
14038474,18265,9
4673085,11447,2
17142394,11772,2
598525,10641,1
8721681,17431,2
5833591,17568,9
9643266,19656,6
6846109,6858,24
12620380,16868,3
16546259,10746,1
15739322,4206,4
11981082,17729,3
13421669,4892,1
1633986,10265,29
20531579,10746,90
9541838,18265,2
20967424,10265,6
2002549,10594,2
19835175,12334,1
4918069,12332,1
14463499,7378,25
8360464,18844,2
6709040,3238,19
19232039,18265,1
20743795,4516,32
13306053,9495,1
15418941,8144,9
19141158,10985,2
1391881,10192,1
19335489,10302,2
19402422,12899,3
20743795,11772,2
5148065,10279,2
3759454,12965,1
15748068,4,1
12738402,12899,5
12339722,9258,2
5556742,12370,3
16004969,16899,1
6067992,7882,2
5332531,6856,1
8721681,18265,1
33599,16547,1
14574136,4516,26
3962010,18265,2
13431290,16681,3
4860069,10533,1
13703413,3651,2
501526,8815,6
22847505,10447,1
5719187,8677,1
20123593,11974,8
5024970,12370,2
9611240,8815,4
18200503,1233,13
21410723,8144,1
22014842,17943,16
15165184,7354,4
20123593,10594,6
9875590,8144,1
20932127,18828,1
12720004,14524,3
17705964,1344,8
12537005,8144,35
8444439,9385,1
1198140,12370,3
15033172,12372,1
7526017,6858,2
19927606,915,11
17603823,10746,15
10457469,18853,8
7692438,3304,1
13306885,12370,7
19780189,18690,13
22115818,11881,1
7634540,303,13
9750800,7378,2
9308943,8510,8
9958422,10746,58
3402968,6858,2
9543143,19653,16
9830777,17385,4
9844697,18265,8
8371382,4,2
5095536,13168,4
14081765,11447,7
22553933,6628,1
15170643,7814,2
9258575,18253,2
16560790,11772,3
15469174,18265,2
5791288,12370,2
13075767,10419,1
22358216,8144,4
3716626,2907,2
18863296,6012,39
16788237,5243,2
16548670,11772,2
3008202,17071,2
2545404,11772,6
21295460,7378,3
20123593,10272,4
14350908,10746,37
19689098,12899,2
10314244,19089,1
1106325,9618,6
13940186,10746,2
9528744,19040,1
18983229,8023,2
15170643,16048,1
13183445,15083,2
6720780,18265,4
18324242,3303,1
13422386,1378,1
1288458,18837,12
7619363,16366,1
19149895,10265,3
10190676,18265,33
4414908,19656,2
5917821,17189,7
13763353,18265,7
18858247,6675,3
6615325,1339,5
262333,1344,12
19901899,9329,6
5598704,6858,6
4745137,18265,24
10067285,10746,2
9511798,5391,10
5125524,4219,3
1748549,9893,4
20123593,5923,25
840649,12370,2
1316404,11881,10
12302182,3651,14
13951355,18265,6
1645886,18853,4
13194040,8144,1
5669227,4516,2
9718163,18265,23
2091032,10441,9
17956890,10108,5
3549089,7354,4
19913835,11039,8
2437327,4701,26
20934641,10215,6
15174927,17562,8
18452844,11995,4
4749473,10746,6
4636188,4516,6
2326700,12555,1
16305574,17673,2
21637268,10656,11
2149088,6012,1
596168,12519,21
9785553,18265,1
15739322,4312,46
20123593,5709,12
10414488,11000,12
15549455,18265,1
19916597,16366,1
21746769,12645,2
7427698,3651,2
21324146,11772,2
13205620,10137,1
18398468,17842,2
10342964,10070,1
9258575,18265,10
13950083,2682,2
11363453,16868,5
8036809,10275,4
19868947,18265,3
10452,12889,1
17758701,16957,2
11232544,16957,2
19748576,3561,2
19243212,11772,23
7738237,6856,2
8804365,4435,2
2386291,11772,3
15058640,6494,1
22553933,17489,1
11487682,6595,2
15389785,4,1
5475030,10544,1
6599714,5886,10
5442794,17789,2
2823312,10137,2
398361,3238,10
9844697,1597,1
20618059,10641,25
10429885,10991,2
1068407,17071,9
14407691,6858,12
15206784,7250,2
9525796,7378,13
18440295,8341,1
15623943,4139,1
14591593,17020,2
9763687,8144,2
4281990,2929,1
2557696,7250,1
11489116,3309,6
20357880,14957,1
16905682,8144,6
11103091,10641,9
15857413,19266,1
13806772,12370,1
19347426,9893,3
11025446,6858,2
16309845,11881,14
19350758,5166,4
16312424,10746,2
20288225,18265,2
5449177,10279,1
3480765,12899,1
4863594,3651,29
18992153,8302,1
10208470,18688,4
3304870,7990,2
16548670,12370,2
8804382,620,2
15171394,12370,2
353044,4435,1
12382838,16366,2
2933538,6125,2
15958933,18690,3
20931808,17071,2
14506165,4628,2
21176265,17189,2
7405960,17562,2
5700542,12370,1
1332607,8510,1
21538827,17562,4
3483324,12366,1
21287612,14202,2
4973660,6482,7
16092872,18265,2
23065228,11772,2
12061565,6858,10
11812740,1232,1
22553933,19466,3
20123593,5018,6
5216666,18253,1
22331036,4892,1
9036900,3651,30
11911561,4794,15
1390638,9516,14
20123593,4175,6
22258746,4516,1
6656990,8023,3
13553437,11995,2
15680488,18265,44
5458923,8144,1
20025160,17421,2
11331667,7076,15
3149017,10746,2
14989038,12726,9
2667908,18265,4
17725725,8023,10
18319901,3651,4
19926546,10544,2
11357206,18690,4
20161508,18265,7
4052997,10746,37
19471357,4435,1
16107271,10991,3
12497452,10302,9
4760123,18265,6
18431558,12370,1
22553933,9813,1
12755250,16744,1
21530031,12899,1
20023013,9329,4
4905478,4812,4
13298803,6409,16
12844432,18265,1
9210189,18725,2
16557338,18265,1
3128346,10594,2
21163976,18853,1
22440922,12349,1
10201283,6858,1
5234171,17189,1
10208470,19089,2
5095536,1339,6
14013853,4477,14
22553933,8677,1
20255982,10207,6
19864315,8303,2
11179791,9893,17
6597481,14524,6
1277783,5326,2
15036219,12370,1
15620340,12370,1
21286165,11000,4
1902083,9824,1
4980400,12840,2
22553933,16868,1
5295055,2995,8
10069722,17189,4
19402422,13912,4
15877586,19230,1
15514297,12899,11
23038140,1233,2
17463793,10231,2
17000523,12899,1
11965541,5848,11
18297533,14777,6
22711908,12136,8
6601676,5680,4
13300740,13547,3
22098825,18265,15
748184,8144,2
5088869,18265,20
9274831,18853,41
3501892,14842,1
4863594,7914,23
20614360,6858,6
22553933,11995,1
14263634,11881,8
14859272,13144,2
4521221,15506,13
10768373,10537,2
16913148,16744,1
12145428,16782,1
19894777,11886,2
18398468,7354,2
21167844,5494,6
4516080,4287,22
4399394,8990,4
21315654,8725,4
18756563,12370,1
18785622,8144,2
16472073,11772,1
7221068,9835,2
20968158,14842,1
2669125,3651,2
11454722,7759,1
2905220,19466,11
5824627,17673,3
10680563,11919,2
13193701,7990,1
18905139,17383,1
14869705,18265,1
3936355,9258,6
9199019,6440,2
16189152,10223,1
6828706,14118,8
20123593,19419,18
6950843,7812,6
20141740,11772,15
20756592,10594,2
11593704,16979,2
18886607,17729,8
37654,10447,14
19408534,7076,1
5351747,10265,2
3923646,4516,4
13548255,16366,1
17132955,8144,14
12737986,4374,19
14376557,3651,5
353044,10991,2
23059431,15977,1
18167965,13087,1
12375700,16744,1
18042935,7378,2
20123593,3539,6
2128660,16366,1
17268507,17189,1
21315654,8665,1
22553933,7953,1
22553933,6516,4
626155,10746,14
14956806,10279,13
12951276,18257,4
4086280,11039,2
20956342,7378,20
3989537,12370,2
1557767,10265,2
20023013,10137,6
2610101,7990,1
3241402,18265,12
4397839,12370,8
9863305,10746,6
20892028,8510,4
19555294,7378,12
9515893,10594,1
19557962,11882,1
19913835,19089,6
15962202,11447,14
12490113,7814,1
22435592,12370,1
9830777,4283,2
15739322,4609,8
4174896,6858,6
19100072,11931,1
10198639,8815,2
18306244,17383,1
9492929,11772,8
12608583,4312,4
21917814,16065,1
21134050,1233,2
945917,19805,6
3936355,17803,14
1088199,12976,2
19793282,10746,4
21288449,8144,5
12033993,18198,1
20123593,19085,22
1507942,8714,8
125216,3309,2
2439138,6856,2
12720004,9258,6
20123593,13902,2
14188241,3304,1
11910219,8144,3
4397839,16868,4
122322,9835,2
3708945,18265,2
2228683,8938,2
18441965,8144,1
21775904,18690,44
8478672,10265,8
23017452,7047,4
19228239,18265,4
21394431,16856,1
8682505,10231,5
17747417,10302,9
1675817,6645,4
5174068,12370,2
6530780,8144,2
20832260,11772,1
4906880,10265,2
20948358,4892,1
21525659,11880,2
6940979,5923,2
10756383,12899,2
9492929,3651,3
1165760,19011,5
10534126,10985,2
7433525,6858,4
125686,16366,7
11686951,18253,1
18937419,10447,1
4900255,12899,1
12028415,17673,18
16192824,10594,5
8360464,17189,2
15843282,6846,2
7688183,6856,1
10782497,8714,2
3241890,14202,2
14717928,18265,2
1302674,17673,1
18174858,3651,21
9950289,10271,1
1779088,18102,4
1394804,4341,1
5906823,10594,1
9838176,10404,10
20706497,2844,2
19240751,18863,1
12259360,6856,1
15170643,4628,7
16574612,12372,2
21758432,16805,2
18853380,10272,2
14263634,4892,1
19804451,3651,12
136381,10256,2
6711773,5923,1
11000306,10746,12
10983806,12370,2
6023213,10594,39
21401258,15461,18
153805,12899,2
8334965,11196,36
20154930,5709,3
11950369,18946,18
12750519,10438,4
21637286,10544,1
2598070,7378,8
2083185,4516,14
5802630,18830,4
4630405,18828,2
12720004,8680,2
15843282,6740,1
10433262,1379,6
19318643,18837,1
18398468,13904,1
2905220,10594,1
4656703,18265,8
12282646,10544,8
150314,11772,2
17493337,6858,2
20128068,4312,2
22209609,8367,1
943668,12899,1
13804235,17568,1
20385808,5166,12
5913024,10746,22
8563721,11772,11
19577656,18253,1
13818315,19245,10
13664042,12370,1
13530551,7076,8
11003169,12370,1
15059478,6012,6
17239621,18265,23
13883532,12372,1
8970124,19230,2
20879713,10594,5
16331860,18265,2
4218129,17882,2
9835505,10641,1
4550627,18102,1
19559765,12899,4
8029160,18265,1
392595,18265,2
1452314,8144,9
12720004,915,7
10783959,7354,6
20586451,10746,8
20013420,3309,1
9611240,17665,2
10666484,8143,1
9525796,7045,1
7634540,18253,1
12248856,1667,2
9750544,9243,1
11681688,7155,2
20123775,10641,5
21180569,573,2
12031699,4487,4
2091032,19638,1
4889821,10265,4
10219696,8144,4
117012,14830,1
17942077,19656,2
14742229,8340,1
1391881,6417,2
7405981,18148,5
20030236,12899,1
21394374,19656,2
1736542,1233,1
14227386,7076,3
15985964,12764,4
12072950,12519,8
20586451,18265,2
17455375,13087,2
22553933,10447,4
128784,8510,4
975915,16805,6
21396505,6686,3
6824756,11371,2
1082875,18148,16
9718163,11711,4
22553933,7712,1
12490113,7250,2
6750995,19230,2
11806287,6628,1
1744426,2907,6
20123593,19074,4
16539570,8990,1
1305639,19034,1
11796546,10181,2
9042169,3190,20
16224000,17385,2
20123593,5782,18
9508716,9516,2
18567981,8144,1
17909138,18265,20
7776249,10641,4
12625590,1527,8
21746769,3309,2
3355474,3651,1
22553933,19415,1
20817708,3561,8
9300430,12370,2
22437478,3651,2
3477173,11342,1
3989537,10594,2
9131925,6858,8
23016714,10275,3
12997196,10746,6
3483324,9516,2
16189152,5472,7
44965,12370,1
15844881,12899,3
7654920,11039,2
19329053,11772,1
15148936,7378,4
8912877,3651,9
4439055,913,1
9562338,16366,2
4061409,4628,12
17268507,8367,7
6377605,15977,1
13763353,11881,2
14006019,8144,15
6098554,3651,2
1273177,16806,2
12613508,1233,8
22553933,15415,1
14833495,12034,6
7984715,915,6
6140451,16422,8
16933856,11768,1
21540481,11196,2
21525659,11881,14
20025160,3651,8
6835988,1379,4
237742,11931,2
11564029,10544,2
1988182,12109,3
16343321,15389,2
3125484,10265,1
2440027,11442,4
12979030,10641,6
8019703,18676,2
5337214,16868,2
22553933,10275,4
167186,18265,8
289334,18265,3
17000950,4516,4
6644374,17445,4
20123593,7986,8
18883441,8303,6
16432527,18265,38
11857125,6842,2
2183862,6349,2
7095151,16421,1
20011861,1339,6
22553933,4777,1
1301604,12910,1
20961175,18265,2
2545967,16366,6
16207723,4287,2
7524257,18265,2
8446085,11881,2
5559241,16957,2
12987639,6509,2
3828665,12370,2
19302087,6444,2
10310931,3651,16
4175103,10108,3
7441215,6626,1
21343936,12899,6
18535027,6627,1
23014906,10594,33
13896119,19656,2
2115883,9329,6
117012,17596,18
4188243,18265,1
2905220,18863,1
2813005,8510,8
11487682,11772,2
13647767,398,4
360838,11772,2
20123593,11195,3
15148936,8143,1
22092815,7047,3
10796386,8714,2
20123593,7982,4
12537005,3651,19
15792027,8144,10
4530856,12899,1
2794186,12316,1
21775904,18982,2
20123593,8144,28
7916766,17383,2
4355867,8144,2
3503288,8023,1
5574276,12332,1
19318643,19447,2
12625590,10279,14
18083688,13087,2
16548670,431,5
17964949,16490,2
8603295,12899,2
17412397,3309,6
12970519,4516,16
18155568,10265,4
348841,6012,12
14152496,6856,4
19559765,19805,4
20259397,17136,2
2439138,12899,3
16243734,12370,1
20470409,18265,2
9021786,8144,7
15025538,915,3
9855873,12519,6
14460877,16592,1
19559765,13701,1
20123593,15463,2
19795835,7354,34
15986009,6858,12
5556264,12370,1
15509223,18676,1
8955499,6858,8
19218804,16366,1
16349308,6858,6
19555144,12899,2
440434,11974,3
19662687,16366,1
7867871,1321,12
4744030,6494,2
6027573,5585,2
18546652,10746,4
6478007,17673,1
17012209,3651,1
15280049,12370,2
15280049,18265,5
17591540,8733,14
9725537,11933,4
15036219,11886,4
20610821,12974,1
2317482,12370,5
19671081,11342,8
18782446,10656,18
21864328,18265,12
10205014,11412,4
16195656,10265,14
4061409,19089,1
465863,8023,8
2931626,12005,4
4346355,12332,3
20404625,12370,1
1984089,4516,10
13530609,8510,15
17397662,12899,3
22603851,11881,4
13235405,6856,1
19449026,12899,9
7001837,4341,6
10071247,11019,2
8228464,7354,2
6275384,7378,10
17964949,4163,1
20711693,19230,6
6478802,18265,146
125216,17189,10
2227375,12321,1
21984000,6349,10
16093771,18265,12
18413287,3651,36
10196512,12899,1
13573066,18911,1
12173895,5861,3
20832260,10641,2
160429,6444,8
1170190,7310,2
15400372,17385,6
12067041,17568,2
16189152,5211,1
8583200,18982,2
14702288,11039,2
11837712,10641,2
12985262,11196,2
15846181,6349,19
17750039,3651,6
12282646,19656,6
234482,1233,6
10870675,19034,1
2024751,16366,1
605493,10746,1
13907945,11601,1
9141532,11039,2
16659116,19011,1
12852918,7702,10
20586451,2682,3
12491667,6858,6
23017873,10447,1
15424210,8144,1
7528163,18265,4
16731086,11039,2
2038685,3651,2
13306053,10265,2
12620380,11931,15
6136116,18265,32
15505289,19011,1
22553933,18154,1
18442509,4341,12
18405348,10272,4
4566179,17421,2
6044539,13912,4
16084439,9893,2
6659464,19415,1
20123593,8347,2
2245382,19656,16
20297534,10746,8
19894777,10594,6
22331036,17562,1
21278989,6444,10
4865789,197,1
16540697,4516,2
19225083,11999,1
16661497,4374,1
19671252,8990,2
10878421,12370,2
20123593,18875,12
2206793,10746,50
18883441,6494,1
10874351,10746,16
6601676,5682,2
2237085,8144,6
6165645,915,10
117012,4516,12
14933395,10265,1
21166223,1212,3
8933883,6856,1
20706497,15929,1
6044539,7155,4
16232934,1321,2
1175,12899,15
22949910,11039,2
9721710,2844,4
